,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_neighbors,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.00039577484130859375,0.00048474874781944473,0.0021940231323242187,0.00039918432310903266,1,{'n_neighbors': 1},0.9583333333333334,0.9583333333333334,0.9583333333333334,0.875,0.9583333333333334,0.9416666666666667,0.03333333333333335,3
1,0.0003990650177001953,0.0004887528395952576,0.002393627166748047,0.0004887918274561324,3,{'n_neighbors': 3},0.9583333333333334,0.9166666666666666,0.9583333333333334,0.875,0.9583333333333334,0.9333333333333333,0.033333333333333354,4
2,0.0001994609832763672,0.0003989219665527344,0.002393674850463867,0.0004886555308230838,5,{'n_neighbors': 5},1.0,0.9166666666666666,1.0,0.9166666666666666,0.9583333333333334,0.9583333333333333,0.03726779962499651,1
3,0.00039887428283691406,0.0004885192380524391,0.0019953250885009766,8.529922399520072e-07,7,{'n_neighbors': 7},1.0,0.9166666666666666,1.0,0.9166666666666666,0.9583333333333334,0.9583333333333333,0.03726779962499651,1
